,tr_loss,v_loss,v_hit,te_val,te_hit
0,"[0.6626813115935829, 0.46417791774524514, 0.3819644296888131, 0.3455726243742746, 0.334257970053946, 0.3264740314615432, 0.31741899368002185, 0.3046693687687567, 0.2899421763105608, 0.27453141124104735, 0.25930921954275976, 0.2456010001238866, 0.23291385967527803, 0.22122200260210276, 0.2088657792039852, 0.1933377251103895, 0.17896399317524542, 0.16653572442244047, 0.1551992764050637, 0.14577199284679926, 0.13611909363362656, 0.12740268271846986, 0.11990332571630502, 0.11403303576549094, 0.10712987441925248, 0.10272973218942108, 0.09647954423822949, 0.0914871946688573, 0.08774211838017756, 0.08462505826923117, 0.08079161756115044, 0.07708803752446594, 0.07480856727565353, 0.07211139522979607, 0.06961083785635443, 0.06790464037289871, 0.0651954769077313, 0.06367961609333604, 0.06234640892988174, 0.060219742488771225, 0.058306536473446156, 0.057527583223491455, 0.0564066111180351, 0.0554527745455803, 0.053698474672346855, 0.05333380940271981, 0.051669180365138914, 0.05077650482256209, 0.050730280821497116, 0.049414115503954525]","[0.40430840849876404, 0.39429356902837753, 0.3954988978803158, 0.38125671446323395, 0.3756805248558521, 0.3954900652170181, 0.3996192067861557, 0.4241865761578083, 0.38757150061428547, 0.39646099507808685]","[0.5770392749244713, 0.6238670694864048, 0.6661631419939577, 0.702416918429003, 0.7265861027190332, 0.7250755287009063, 0.7371601208459214, 0.743202416918429, 0.7341389728096677, 0.7311178247734139]",[0.564090222120285],[0.5166163141993958]
